row_id,volume_id,presented_index,true_rank,true_missing_mask
2654,81,30,11,M101110001000000100000000010011100000100010100011
2655,81,31,20,M101110001000000100000000010011100000100010100011
2688,533,0,24,M111000111010000010010000000001001001000000011110
2689,533,1,3,M111000111010000010010000000001001001000000011110
2690,533,2,2,M111000111010000010010000000001001001000000011110
2691,533,3,1,M111000111010000010010000000001001001000000011110
2692,533,4,7,M111000111010000010010000000001001001000000011110
2693,533,5,0,M111000111010000010010000000001001001000000011110
2694,533,6,18,M111000111010000010010000000001001001000000011110
2695,533,7,19,M111000111010000010010000000001001001000000011110
2696,533,8,29,M111000111010000010010000000001001001000000011110
2697,533,9,23,M111000111010000010010000000001001001000000011110
2698,533,10,27,M111000111010000010010000000001001001000000011110
2699,533,11,20,M111000111010000010010000000001001001000000011110
2700,533,12,30,M111000111010000010010000000001001001000000011110
2701,533,13,5,M111000111010000010010000000001001001000000011110
2702,533,14,26,M111000111010000010010000000001001001000000011110
2703,533,15,13,M111000111010000010010000000001001001000000011110
2704,533,16,31,M111000111010000010010000000001001001000000011110
2705,533,17,4,M111000111010000010010000000001001001000000011110
2706,533,18,15,M111000111010000010010000000001001001000000011110
2707,533,19,10,M111000111010000010010000000001001001000000011110
2708,533,20,16,M111000111010000010010000000001001001000000011110
2709,533,21,8,M111000111010000010010000000001001001000000011110
2710,533,22,14,M111000111010000010010000000001001001000000011110
2711,533,23,17,M111000111010000010010000000001001001000000011110
2712,533,24,6,M111000111010000010010000000001001001000000011110
2713,533,25,22,M111000111010000010010000000001001001000000011110
2714,533,26,25,M111000111010000010010000000001001001000000011110
2715,533,27,9,M111000111010000010010000000001001001000000011110
2716,533,28,21,M111000111010000010010000000001001001000000011110
2717,533,29,11,M111000111010000010010000000001001001000000011110
2718,533,30,28,M111000111010000010010000000001001001000000011110
2719,533,31,12,M111000111010000010010000000001001001000000011110
2720,130,0,1,M100010001010010001010000011101000001000000101101
2721,130,1,8,M100010001010010001010000011101000001000000101101
2722,130,2,6,M100010001010010001010000011101000001000000101101
2723,130,3,19,M100010001010010001010000011101000001000000101101
2724,130,4,0,M100010001010010001010000011101000001000000101101
2725,130,5,13,M100010001010010001010000011101000001000000101101
2726,130,6,14,M100010001010010001010000011101000001000000101101
2727,130,7,10,M100010001010010001010000011101000001000000101101
2728,130,8,2,M100010001010010001010000011101000001000000101101
2729,130,9,23,M100010001010010001010000011101000001000000101101
2730,130,10,24,M100010001010010001010000011101000001000000101101
2731,130,11,4,M100010001010010001010000011101000001000000101101
2732,130,12,29,M100010001010010001010000011101000001000000101101
2733,130,13,20,M100010001010010001010000011101000001000000101101
2734,130,14,15,M100010001010010001010000011101000001000000101101
2735,130,15,5,M100010001010010001010000011101000001000000101101
2736,130,16,28,M100010001010010001010000011101000001000000101101
2737,130,17,3,M100010001010010001010000011101000001000000101101
2738,130,18,31,M100010001010010001010000011101000001000000101101
2739,130,19,11,M100010001010010001010000011101000001000000101101
2740,130,20,7,M100010001010010001010000011101000001000000101101
2741,130,21,27,M100010001010010001010000011101000001000000101101
2742,130,22,12,M100010001010010001010000011101000001000000101101
2743,130,23,26,M100010001010010001010000011101000001000000101101
2744,130,24,25,M100010001010010001010000011101000001000000101101
2745,130,25,17,M100010001010010001010000011101000001000000101101
2746,130,26,9,M100010001010010001010000011101000001000000101101
2747,130,27,18,M100010001010010001010000011101000001000000101101
2748,130,28,16,M100010001010010001010000011101000001000000101101
2749,130,29,21,M100010001010010001010000011101000001000000101101
2750,130,30,30,M100010001010010001010000011101000001000000101101
2751,130,31,22,M100010001010010001010000011101000001000000101101
2752,564,0,10,M110101010000010000000101000100001011001000110010
2753,564,1,30,M110101010000010000000101000100001011001000110010
2754,564,2,23,M110101010000010000000101000100001011001000110010
2755,564,3,3,M110101010000010000000101000100001011001000110010
2756,564,4,11,M110101010000010000000101000100001011001000110010
2757,564,5,29,M110101010000010000000101000100001011001000110010
2758,564,6,16,M110101010000010000000101000100001011001000110010
2759,564,7,5,M110101010000010000000101000100001011001000110010
2760,564,8,20,M110101010000010000000101000100001011001000110010
2761,564,9,31,M110101010000010000000101000100001011001000110010
2762,564,10,27,M110101010000010000000101000100001011001000110010
2763,564,11,25,M110101010000010000000101000100001011001000110010
2764,564,12,8,M110101010000010000000101000100001011001000110010
2765,564,13,28,M110101010000010000000101000100001011001000110010
2766,564,14,6,M110101010000010000000101000100001011001000110010
2767,564,15,13,M110101010000010000000101000100001011001000110010
2768,564,16,18,M110101010000010000000101000100001011001000110010
2769,564,17,1,M110101010000010000000101000100001011001000110010
2770,564,18,12,M110101010000010000000101000100001011001000110010
2771,564,19,19,M110101010000010000000101000100001011001000110010
2772,564,20,0,M110101010000010000000101000100001011001000110010
2773,564,21,2,M110101010000010000000101000100001011001000110010
2774,564,22,15,M110101010000010000000101000100001011001000110010
2775,564,23,4,M110101010000010000000101000100001011001000110010
2776,564,24,22,M110101010000010000000101000100001011001000110010
2777,564,25,17,M110101010000010000000101000100001011001000110010
2778,564,26,14,M110101010000010000000101000100001011001000110010
2779,564,27,9,M110101010000010000000101000100001011001000110010
2780,564,28,21,M110101010000010000000101000100001011001000110010
2781,564,29,24,M110101010000010000000101000100001011001000110010
2782,564,30,26,M110101010000010000000101000100001011001000110010
2783,564,31,7,M110101010000010000000101000100001011001000110010
2816,339,0,27,M111011001000000001100010000000100000000100111011
2817,339,1,31,M111011001000000001100010000000100000000100111011
2818,339,2,30,M111011001000000001100010000000100000000100111011
2819,339,3,21,M111011001000000001100010000000100000000100111011
2820,339,4,10,M111011001000000001100010000000100000000100111011
2821,339,5,19,M111011001000000001100010000000100000000100111011
2822,339,6,11,M111011001000000001100010000000100000000100111011
2823,339,7,20,M111011001000000001100010000000100000000100111011
2824,339,8,24,M111011001000000001100010000000100000000100111011
2825,339,9,25,M111011001000000001100010000000100000000100111011
2826,339,10,12,M111011001000000001100010000000100000000100111011
2827,339,11,18,M111011001000000001100010000000100000000100111011
2828,339,12,26,M111011001000000001100010000000100000000100111011
2829,339,13,13,M111011001000000001100010000000100000000100111011
2830,339,14,9,M111011001000000001100010000000100000000100111011
2831,339,15,3,M111011001000000001100010000000100000000100111011
2832,339,16,16,M111011001000000001100010000000100000000100111011
2833,339,17,6,M111011001000000001100010000000100000000100111011
2834,339,18,17,M111011001000000001100010000000100000000100111011
2835,339,19,28,M111011001000000001100010000000100000000100111011
2836,339,20,29,M111011001000000001100010000000100000000100111011
2837,339,21,8,M111011001000000001100010000000100000000100111011
2838,339,22,4,M111011001000000001100010000000100000000100111011
2839,339,23,15,M111011001000000001100010000000100000000100111011
2840,339,24,1,M111011001000000001100010000000100000000100111011
2841,339,25,2,M111011001000000001100010000000100000000100111011
2842,339,26,22,M111011001000000001100010000000100000000100111011
2843,339,27,14,M111011001000000001100010000000100000000100111011
2844,339,28,7,M111011001000000001100010000000100000000100111011
2845,339,29,5,M111011001000000001100010000000100000000100111011
2846,339,30,23,M111011001000000001100010000000100000000100111011
2847,339,31,0,M111011001000000001100010000000100000000100111011
2848,233,0,24,M101110000000000000100100000110100000100010111101
2849,233,1,31,M101110000000000000100100000110100000100010111101
2850,233,2,18,M101110000000000000100100000110100000100010111101
2851,233,3,9,M101110000000000000100100000110100000100010111101
2852,233,4,16,M101110000000000000100100000110100000100010111101
2853,233,5,13,M101110000000000000100100000110100000100010111101
2854,233,6,2,M101110000000000000100100000110100000100010111101
2855,233,7,1,M101110000000000000100100000110100000100010111101
2856,233,8,21,M101110000000000000100100000110100000100010111101
2857,233,9,30,M101110000000000000100100000110100000100010111101
2858,233,10,8,M101110000000000000100100000110100000100010111101
2859,233,11,22,M101110000000000000100100000110100000100010111101
2860,233,12,0,M101110000000000000100100000110100000100010111101
2861,233,13,25,M101110000000000000100100000110100000100010111101
2862,233,14,23,M101110000000000000100100000110100000100010111101
2863,233,15,6,M101110000000000000100100000110100000100010111101
2864,233,16,5,M101110000000000000100100000110100000100010111101
2865,233,17,28,M101110000000000000100100000110100000100010111101
2866,233,18,10,M101110000000000000100100000110100000100010111101
2867,233,19,26,M101110000000000000100100000110100000100010111101
2868,233,20,3,M101110000000000000100100000110100000100010111101
2869,233,21,27,M101110000000000000100100000110100000100010111101
2870,233,22,7,M101110000000000000100100000110100000100010111101
2871,233,23,20,M101110000000000000100100000110100000100010111101
2872,233,24,4,M101110000000000000100100000110100000100010111101
2873,233,25,19,M101110000000000000100100000110100000100010111101
2874,233,26,15,M101110000000000000100100000110100000100010111101
2875,233,27,14,M101110000000000000100100000110100000100010111101
2876,233,28,12,M101110000000000000100100000110100000100010111101
2877,233,29,29,M101110000000000000100100000110100000100010111101
2878,233,30,11,M101110000000000000100100000110100000100010111101
2879,233,31,17,M101110000000000000100100000110100000100010111101
2880,52,0,26,M111111000000100000000100000010001000000000111111
2881,52,1,22,M111111000000100000000100000010001000000000111111
2882,52,2,29,M111111000000100000000100000010001000000000111111
2883,52,3,5,M111111000000100000000100000010001000000000111111
2884,52,4,23,M111111000000100000000100000010001000000000111111
2885,52,5,15,M111111000000100000000100000010001000000000111111
2886,52,6,14,M111111000000100000000100000010001000000000111111
2887,52,7,11,M111111000000100000000100000010001000000000111111
2888,52,8,20,M111111000000100000000100000010001000000000111111
2889,52,9,10,M111111000000100000000100000010001000000000111111
2890,52,10,2,M111111000000100000000100000010001000000000111111
2891,52,11,16,M111111000000100000000100000010001000000000111111
2892,52,12,0,M111111000000100000000100000010001000000000111111
2893,52,13,13,M111111000000100000000100000010001000000000111111
2894,52,14,31,M111111000000100000000100000010001000000000111111
2895,52,15,7,M111111000000100000000100000010001000000000111111
2896,52,16,21,M111111000000100000000100000010001000000000111111
2897,52,17,8,M111111000000100000000100000010001000000000111111
2898,52,18,24,M111111000000100000000100000010001000000000111111
2899,52,19,4,M111111000000100000000100000010001000000000111111
2900,52,20,18,M111111000000100000000100000010001000000000111111
2901,52,21,12,M111111000000100000000100000010001000000000111111
2902,52,22,17,M111111000000100000000100000010001000000000111111
2903,52,23,28,M111111000000100000000100000010001000000000111111
2904,52,24,30,M111111000000100000000100000010001000000000111111
2905,52,25,25,M111111000000100000000100000010001000000000111111
2906,52,26,1,M111111000000100000000100000010001000000000111111
2907,52,27,6,M111111000000100000000100000010001000000000111111
2908,52,28,27,M111111000000100000000100000010001000000000111111
2909,52,29,19,M111111000000100000000100000010001000000000111111
2910,52,30,3,M111111000000100000000100000010001000000000111111
2911,52,31,9,M111111000000100000000100000010001000000000111111
2912,302,0,6,M100101001000001000000010011010110000010000011110
2913,302,1,24,M100101001000001000000010011010110000010000011110
2914,302,2,2,M100101001000001000000010011010110000010000011110
2915,302,3,15,M100101001000001000000010011010110000010000011110
2916,302,4,12,M100101001000001000000010011010110000010000011110
2917,302,5,23,M100101001000001000000010011010110000010000011110
2918,302,6,31,M100101001000001000000010011010110000010000011110
2919,302,7,13,M100101001000001000000010011010110000010000011110
2920,302,8,25,M100101001000001000000010011010110000010000011110
2921,302,9,0,M100101001000001000000010011010110000010000011110
2922,302,10,27,M100101001000001000000010011010110000010000011110
2923,302,11,9,M100101001000001000000010011010110000010000011110
2924,302,12,1,M100101001000001000000010011010110000010000011110
2925,302,13,3,M100101001000001000000010011010110000010000011110
2926,302,14,16,M100101001000001000000010011010110000010000011110
2927,302,15,10,M100101001000001000000010011010110000010000011110
2928,302,16,4,M100101001000001000000010011010110000010000011110
2929,302,17,14,M100101001000001000000010011010110000010000011110
2930,302,18,11,M100101001000001000000010011010110000010000011110
2931,302,19,8,M100101001000001000000010011010110000010000011110
2932,302,20,26,M100101001000001000000010011010110000010000011110
2933,302,21,17,M100101001000001000000010011010110000010000011110
2934,302,22,7,M100101001000001000000010011010110000010000011110
2935,302,23,29,M100101001000001000000010011010110000010000011110
2936,302,24,30,M100101001000001000000010011010110000010000011110
2937,302,25,21,M100101001000001000000010011010110000010000011110
2938,302,26,5,M100101001000001000000010011010110000010000011110
2939,302,27,22,M100101001000001000000010011010110000010000011110
2940,302,28,28,M100101001000001000000010011010110000010000011110
2941,302,29,20,M100101001000001000000010011010110000010000011110
2942,302,30,18,M100101001000001000000010011010110000010000011110
2943,302,31,19,M100101001000001000000010011010110000010000011110
2976,442,0,8,M010011010010010010000110000000100000100000111110
2977,442,1,23,M010011010010010010000110000000100000100000111110
2978,442,2,31,M010011010010010010000110000000100000100000111110
2979,442,3,25,M010011010010010010000110000000100000100000111110
2980,442,4,24,M010011010010010010000110000000100000100000111110
2981,442,5,30,M010011010010010010000110000000100000100000111110
2982,442,6,9,M010011010010010010000110000000100000100000111110
2983,442,7,11,M010011010010010010000110000000100000100000111110
2984,442,8,28,M010011010010010010000110000000100000100000111110
2985,442,9,4,M010011010010010010000110000000100000100000111110
2986,442,10,13,M010011010010010010000110000000100000100000111110
2987,442,11,15,M010011010010010010000110000000100000100000111110
2988,442,12,5,M010011010010010010000110000000100000100000111110
2989,442,13,3,M010011010010010010000110000000100000100000111110
2990,442,14,21,M010011010010010010000110000000100000100000111110
2991,442,15,27,M010011010010010010000110000000100000100000111110
2992,442,16,6,M010011010010010010000110000000100000100000111110
2993,442,17,12,M010011010010010010000110000000100000100000111110
2994,442,18,0,M010011010010010010000110000000100000100000111110
2995,442,19,7,M010011010010010010000110000000100000100000111110
2996,442,20,14,M010011010010010010000110000000100000100000111110
2997,442,21,10,M010011010010010010000110000000100000100000111110
2998,442,22,16,M010011010010010010000110000000100000100000111110
2999,442,23,2,M010011010010010010000110000000100000100000111110
3000,442,24,20,M010011010010010010000110000000100000100000111110
3001,442,25,19,M010011010010010010000110000000100000100000111110
3002,442,26,22,M010011010010010010000110000000100000100000111110
3003,442,27,1,M010011010010010010000110000000100000100000111110
3004,442,28,18,M010011010010010010000110000000100000100000111110
3005,442,29,26,M010011010010010010000110000000100000100000111110
3006,442,30,17,M010011010010010010000110000000100000100000111110
3007,442,31,29,M010011010010010010000110000000100000100000111110
3008,315,0,27,M101101000001000001010001000001000010000001111101
3009,315,1,25,M101101000001000001010001000001000010000001111101
3010,315,2,28,M101101000001000001010001000001000010000001111101
3011,315,3,15,M101101000001000001010001000001000010000001111101
3012,315,4,2,M101101000001000001010001000001000010000001111101
3013,315,5,14,M101101000001000001010001000001000010000001111101
3014,315,6,6,M101101000001000001010001000001000010000001111101
3015,315,7,31,M101101000001000001010001000001000010000001111101
3016,315,8,16,M101101000001000001010001000001000010000001111101
3017,315,9,12,M101101000001000001010001000001000010000001111101
3018,315,10,26,M101101000001000001010001000001000010000001111101
3019,315,11,8,M101101000001000001010001000001000010000001111101
3020,315,12,5,M101101000001000001010001000001000010000001111101
3021,315,13,0,M101101000001000001010001000001000010000001111101
3022,315,14,18,M101101000001000001010001000001000010000001111101
3023,315,15,10,M101101000001000001010001000001000010000001111101
3024,315,16,20,M101101000001000001010001000001000010000001111101
3025,315,17,9,M101101000001000001010001000001000010000001111101
3026,315,18,11,M101101000001000001010001000001000010000001111101
3027,315,19,7,M101101000001000001010001000001000010000001111101
3028,315,20,17,M101101000001000001010001000001000010000001111101
3029,315,21,23,M101101000001000001010001000001000010000001111101
3030,315,22,30,M101101000001000001010001000001000010000001111101
3031,315,23,22,M101101000001000001010001000001000010000001111101
3032,315,24,24,M101101000001000001010001000001000010000001111101
3033,315,25,3,M101101000001000001010001000001000010000001111101
3034,315,26,4,M101101000001000001010001000001000010000001111101
3035,315,27,29,M101101000001000001010001000001000010000001111101
3036,315,28,21,M101101000001000001010001000001000010000001111101
3037,315,29,19,M101101000001000001010001000001000010000001111101
3038,315,30,13,M101101000001000001010001000001000010000001111101
3039,315,31,1,M101101000001000001010001000001000010000001111101
3040,471,0,16,M101000010101101000000011001000100010010000010011
3041,471,1,3,M101000010101101000000011001000100010010000010011
3042,471,2,30,M101000010101101000000011001000100010010000010011
3043,471,3,28,M101000010101101000000011001000100010010000010011
3044,471,4,14,M101000010101101000000011001000100010010000010011
3045,471,5,17,M101000010101101000000011001000100010010000010011
3046,471,6,19,M101000010101101000000011001000100010010000010011
3047,471,7,21,M101000010101101000000011001000100010010000010011
3048,471,8,9,M101000010101101000000011001000100010010000010011
3049,471,9,25,M101000010101101000000011001000100010010000010011
3050,471,10,2,M101000010101101000000011001000100010010000010011
3051,471,11,23,M101000010101101000000011001000100010010000010011
3052,471,12,4,M101000010101101000000011001000100010010000010011
3053,471,13,26,M101000010101101000000011001000100010010000010011
3054,471,14,24,M101000010101101000000011001000100010010000010011
3055,471,15,11,M101000010101101000000011001000100010010000010011
3056,471,16,7,M101000010101101000000011001000100010010000010011
3057,471,17,8,M101000010101101000000011001000100010010000010011
3058,471,18,6,M101000010101101000000011001000100010010000010011
3059,471,19,27,M101000010101101000000011001000100010010000010011
3060,471,20,22,M101000010101101000000011001000100010010000010011
3061,471,21,15,M101000010101101000000011001000100010010000010011
3062,471,22,18,M101000010101101000000011001000100010010000010011
3063,471,23,20,M101000010101101000000011001000100010010000010011
3064,471,24,1,M101000010101101000000011001000100010010000010011
3065,471,25,0,M101000010101101000000011001000100010010000010011
3066,471,26,10,M101000010101101000000011001000100010010000010011
3067,471,27,13,M101000010101101000000011001000100010010000010011
3068,471,28,29,M101000010101101000000011001000100010010000010011
3069,471,29,12,M101000010101101000000011001000100010010000010011
3070,471,30,5,M101000010101101000000011001000100010010000010011
3071,471,31,31,M101000010101101000000011001000100010010000010011
3072,211,0,11,M010101001000000000000000000000110101010001111111
3073,211,1,18,M010101001000000000000000000000110101010001111111
3074,211,2,19,M010101001000000000000000000000110101010001111111
3075,211,3,26,M010101001000000000000000000000110101010001111111
3076,211,4,30,M010101001000000000000000000000110101010001111111
3077,211,5,24,M010101001000000000000000000000110101010001111111
3078,211,6,20,M010101001000000000000000000000110101010001111111
3079,211,7,8,M010101001000000000000000000000110101010001111111
3080,211,8,7,M010101001000000000000000000000110101010001111111
3081,211,9,14,M010101001000000000000000000000110101010001111111
3082,211,10,10,M010101001000000000000000000000110101010001111111
3083,211,11,1,M010101001000000000000000000000110101010001111111
3084,211,12,25,M010101001000000000000000000000110101010001111111
3085,211,13,6,M010101001000000000000000000000110101010001111111
3086,211,14,12,M010101001000000000000000000000110101010001111111
3087,211,15,2,M010101001000000000000000000000110101010001111111
3088,211,16,22,M010101001000000000000000000000110101010001111111
3089,211,17,17,M010101001000000000000000000000110101010001111111
3090,211,18,3,M010101001000000000000000000000110101010001111111
3091,211,19,28,M010101001000000000000000000000110101010001111111
3092,211,20,15,M010101001000000000000000000000110101010001111111
3093,211,21,9,M010101001000000000000000000000110101010001111111
3094,211,22,29,M010101001000000000000000000000110101010001111111
3095,211,23,4,M010101001000000000000000000000110101010001111111
3096,211,24,16,M010101001000000000000000000000110101010001111111
3097,211,25,21,M010101001000000000000000000000110101010001111111
3098,211,26,23,M010101001000000000000000000000110101010001111111
3099,211,27,13,M010101001000000000000000000000110101010001111111
3100,211,28,31,M010101001000000000000000000000110101010001111111
3101,211,29,5,M010101001000000000000000000000110101010001111111
3102,211,30,27,M010101001000000000000000000000110101010001111111
3103,211,31,0,M010101001000000000000000000000110101010001111111
3104,247,0,11,M011001001000000110000000110000001100011100110100
3105,247,1,16,M011001001000000110000000110000001100011100110100
3106,247,2,5,M011001001000000110000000110000001100011100110100
3107,247,3,29,M011001001000000110000000110000001100011100110100
3108,247,4,21,M011001001000000110000000110000001100011100110100
3109,247,5,19,M011001001000000110000000110000001100011100110100
3110,247,6,1,M011001001000000110000000110000001100011100110100
3111,247,7,6,M011001001000000110000000110000001100011100110100
3112,247,8,28,M011001001000000110000000110000001100011100110100
3113,247,9,27,M011001001000000110000000110000001100011100110100
3114,247,10,2,M011001001000000110000000110000001100011100110100
3115,247,11,8,M011001001000000110000000110000001100011100110100
3116,247,12,12,M011001001000000110000000110000001100011100110100
3117,247,13,25,M011001001000000110000000110000001100011100110100
3118,247,14,10,M011001001000000110000000110000001100011100110100
3119,247,15,17,M011001001000000110000000110000001100011100110100
3120,247,16,18,M011001001000000110000000110000001100011100110100
3121,247,17,13,M011001001000000110000000110000001100011100110100
3122,247,18,3,M011001001000000110000000110000001100011100110100
3123,247,19,0,M011001001000000110000000110000001100011100110100
3124,247,20,26,M011001001000000110000000110000001100011100110100
3125,247,21,31,M011001001000000110000000110000001100011100110100
3126,247,22,24,M011001001000000110000000110000001100011100110100
3127,247,23,15,M011001001000000110000000110000001100011100110100
3128,247,24,4,M011001001000000110000000110000001100011100110100
3129,247,25,23,M011001001000000110000000110000001100011100110100
3130,247,26,20,M011001001000000110000000110000001100011100110100
3131,247,27,7,M011001001000000110000000110000001100011100110100
3132,247,28,22,M011001001000000110000000110000001100011100110100
3133,247,29,14,M011001001000000110000000110000001100011100110100
3134,247,30,9,M011001001000000110000000110000001100011100110100
3135,247,31,30,M011001001000000110000000110000001100011100110100
3136,46,0,21,M011111000001100000100011010010000000001001000110
3137,46,1,27,M011111000001100000100011010010000000001001000110
3138,46,2,12,M011111000001100000100011010010000000001001000110
3139,46,3,30,M011111000001100000100011010010000000001001000110
3140,46,4,24,M011111000001100000100011010010000000001001000110
3141,46,5,1,M011111000001100000100011010010000000001001000110
3142,46,6,8,M011111000001100000100011010010000000001001000110
3143,46,7,31,M011111000001100000100011010010000000001001000110
3144,46,8,17,M011111000001100000100011010010000000001001000110
3145,46,9,10,M011111000001100000100011010010000000001001000110
3146,46,10,6,M011111000001100000100011010010000000001001000110
3147,46,11,20,M011111000001100000100011010010000000001001000110
3148,46,12,16,M011111000001100000100011010010000000001001000110
3149,46,13,13,M011111000001100000100011010010000000001001000110
3150,46,14,9,M011111000001100000100011010010000000001001000110
3151,46,15,25,M011111000001100000100011010010000000001001000110
3152,46,16,2,M011111000001100000100011010010000000001001000110
3153,46,17,29,M011111000001100000100011010010000000001001000110
3154,46,18,26,M011111000001100000100011010010000000001001000110
3155,46,19,5,M011111000001100000100011010010000000001001000110
3156,46,20,7,M011111000001100000100011010010000000001001000110
3157,46,21,18,M011111000001100000100011010010000000001001000110
3158,46,22,11,M011111000001100000100011010010000000001001000110
3159,46,23,15,M011111000001100000100011010010000000001001000110
3160,46,24,14,M011111000001100000100011010010000000001001000110
3161,46,25,22,M011111000001100000100011010010000000001001000110
3162,46,26,3,M011111000001100000100011010010000000001001000110
3163,46,27,0,M011111000001100000100011010010000000001001000110
3164,46,28,4,M011111000001100000100011010010000000001001000110
3165,46,29,23,M011111000001100000100011010010000000001001000110
3166,46,30,28,M011111000001100000100011010010000000001001000110
3167,46,31,19,M011111000001100000100011010010000000001001000110
3168,455,0,25,M111110010000000000011010010010000000010001111000
3169,455,1,19,M111110010000000000011010010010000000010001111000
3170,455,2,7,M111110010000000000011010010010000000010001111000
3171,455,3,27,M111110010000000000011010010010000000010001111000
3172,455,4,18,M111110010000000000011010010010000000010001111000
3173,455,5,24,M111110010000000000011010010010000000010001111000
3174,455,6,5,M111110010000000000011010010010000000010001111000
3175,455,7,12,M111110010000000000011010010010000000010001111000
3176,455,8,23,M111110010000000000011010010010000000010001111000
3177,455,9,9,M111110010000000000011010010010000000010001111000
3178,455,10,20,M111110010000000000011010010010000000010001111000
3179,455,11,8,M111110010000000000011010010010000000010001111000
3180,455,12,31,M111110010000000000011010010010000000010001111000
3181,455,13,21,M111110010000000000011010010010000000010001111000
3182,455,14,28,M111110010000000000011010010010000000010001111000
3183,455,15,22,M111110010000000000011010010010000000010001111000
3184,455,16,10,M111110010000000000011010010010000000010001111000
3185,455,17,29,M111110010000000000011010010010000000010001111000
3186,455,18,2,M111110010000000000011010010010000000010001111000
3187,455,19,17,M111110010000000000011010010010000000010001111000
3188,455,20,4,M111110010000000000011010010010000000010001111000
3189,455,21,6,M111110010000000000011010010010000000010001111000
3190,455,22,26,M111110010000000000011010010010000000010001111000
3191,455,23,0,M111110010000000000011010010010000000010001111000
3192,455,24,15,M111110010000000000011010010010000000010001111000
3193,455,25,1,M111110010000000000011010010010000000010001111000
3194,455,26,30,M111110010000000000011010010010000000010001111000
3195,455,27,14,M111110010000000000011010010010000000010001111000
3196,455,28,3,M111110010000000000011010010010000000010001111000
3197,455,29,13,M111110010000000000011010010010000000010001111000
3198,455,30,11,M111110010000000000011010010010000000010001111000
3199,455,31,16,M111110010000000000011010010010000000010001111000
3232,542,0,7,M011011010010010100001001001101000001000000001001
3233,542,1,28,M011011010010010100001001001101000001000000001001
3234,542,2,6,M011011010010010100001001001101000001000000001001
3235,542,3,21,M011011010010010100001001001101000001000000001001
3236,542,4,31,M011011010010010100001001001101000001000000001001
3237,542,5,18,M011011010010010100001001001101000001000000001001
3238,542,6,30,M011011010010010100001001001101000001000000001001
3239,542,7,10,M011011010010010100001001001101000001000000001001
3240,542,8,11,M011011010010010100001001001101000001000000001001
3241,542,9,4,M011011010010010100001001001101000001000000001001
3242,542,10,15,M011011010010010100001001001101000001000000001001
3243,542,11,22,M011011010010010100001001001101000001000000001001
3244,542,12,25,M011011010010010100001001001101000001000000001001
3245,542,13,24,M011011010010010100001001001101000001000000001001
3246,542,14,5,M011011010010010100001001001101000001000000001001
3247,542,15,12,M011011010010010100001001001101000001000000001001
3248,542,16,27,M011011010010010100001001001101000001000000001001
3249,542,17,19,M011011010010010100001001001101000001000000001001
3250,542,18,8,M011011010010010100001001001101000001000000001001
3251,542,19,3,M011011010010010100001001001101000001000000001001
3252,542,20,23,M011011010010010100001001001101000001000000001001
3253,542,21,0,M011011010010010100001001001101000001000000001001
3254,542,22,26,M011011010010010100001001001101000001000000001001
3255,542,23,2,M011011010010010100001001001101000001000000001001
3256,542,24,29,M011011010010010100001001001101000001000000001001
3257,542,25,14,M011011010010010100001001001101000001000000001001
3258,542,26,9,M011011010010010100001001001101000001000000001001
3259,542,27,16,M011011010010010100001001001101000001000000001001
3260,542,28,20,M011011010010010100001001001101000001000000001001
3261,542,29,1,M011011010010010100001001001101000001000000001001
3262,542,30,17,M011011010010010100001001001101000001000000001001
3263,542,31,13,M011011010010010100001001001101000001000000001001
3264,396,0,26,M111111000000000001010100011000000110001000011000
3265,396,1,20,M111111000000000001010100011000000110001000011000
3266,396,2,16,M111111000000000001010100011000000110001000011000
3267,396,3,6,M111111000000000001010100011000000110001000011000
3268,396,4,18,M111111000000000001010100011000000110001000011000
3269,396,5,0,M111111000000000001010100011000000110001000011000
3270,396,6,14,M111111000000000001010100011000000110001000011000
3271,396,7,3,M111111000000000001010100011000000110001000011000
3272,396,8,11,M111111000000000001010100011000000110001000011000
3273,396,9,9,M111111000000000001010100011000000110001000011000
3274,396,10,12,M111111000000000001010100011000000110001000011000
3275,396,11,29,M111111000000000001010100011000000110001000011000
3276,396,12,30,M111111000000000001010100011000000110001000011000
3277,396,13,31,M111111000000000001010100011000000110001000011000
3278,396,14,8,M111111000000000001010100011000000110001000011000
3279,396,15,28,M111111000000000001010100011000000110001000011000
3280,396,16,15,M111111000000000001010100011000000110001000011000
3281,396,17,17,M111111000000000001010100011000000110001000011000
3282,396,18,22,M111111000000000001010100011000000110001000011000
3283,396,19,4,M111111000000000001010100011000000110001000011000
3284,396,20,27,M111111000000000001010100011000000110001000011000
3285,396,21,19,M111111000000000001010100011000000110001000011000
3286,396,22,1,M111111000000000001010100011000000110001000011000
3287,396,23,5,M111111000000000001010100011000000110001000011000
3288,396,24,23,M111111000000000001010100011000000110001000011000
3289,396,25,10,M111111000000000001010100011000000110001000011000
3290,396,26,25,M111111000000000001010100011000000110001000011000
3291,396,27,7,M111111000000000001010100011000000110001000011000
3292,396,28,13,M111111000000000001010100011000000110001000011000
3293,396,29,2,M111111000000000001010100011000000110001000011000
3294,396,30,21,M111111000000000001010100011000000110001000011000
3295,396,31,24,M111111000000000001010100011000000110001000011000
3328,131,0,31,M100111100100001000000001000000100110000010110110
3329,131,1,30,M100111100100001000000001000000100110000010110110
3330,131,2,22,M100111100100001000000001000000100110000010110110
